Judul,Tahun,Abstract
"Penerapan Algoritma Kriptografi Advanced Encryption Standard (AES-128) Pada Sistem Manajemen Arsip Dinas Pendidikan Dan Kebudayaan Kabupaten Bondowoso
                    ﻿",2019,"E-marketing adalah penggunaan teknologi informasi untuk kegiatan pemasaran, dan proses untuk menciptakan komunikasi, mengirim dan bertukar penawaran yang memiliki nilai bagi pelanggan, klien, mitra dan masyarakat pada umumnya (Strauss & Frost, 2014). E-marketing menggambarkan usaha – usaha perusahaan untuk menginformasikan, berkomunikasi, mempromosikan dan memasarkan produk dan jasa melalui internet (Kotler & Amstrong, 2004). Pemilihan strategi e-marketing yang cocok dengan perusahaan serta mengetahui detail cara dan dampak penerapannya dapat meningkatkan penjualan pada perusahaan (Hidayah, 2018).
KP-RI Universitas Jember merupakan salah satu koperasi berbadan hukum yang terdiri dari 3 unit usaha. Unit usaha KP-RI Universitas Jember antara lain Unit Simpan Pinjam, Unit Jasa dan Unit Toko. Untuk Unit Toko menyediakan berbagai produk kebutuhan sehari – hari, baik produk konsumsi berupa beras, gula, minyak, mie instant, serta produk non – konsumsi seperti pakaian, sabun mandi, sabun cuci, kosmetik, dan lain – lain. Unit tersebut bukan hanya melayani kebutuhan para pengajar dan mahasiswa Universitas Jember, tetapi juga masyarakat pada umumnya. KP-RI Universitas Jember mempunyai website yang beralamatkan di www.kpriunej.com. Website tersebut berisi tentang profile dari KPRI dan juga info produk – produk yang disediakan oleh KPRI. Akan tetapi, website tersebut tidak dimanfaatkan secara optimal. Seharusnya website tersebut dapat dimanfaatkan oleh Unit toko sebagai sarana e-marketing dengan mengelompokkan tampilan untuk masing – masing unit usaha yang ada di KPRI sehingga dapat membantu masing – masing unit usaha untuk memperkenalkan produknya terutama Unit Toko, tetapi hal tersebut tidak dilakukan. Maka dari itu, website pada KP-RI Universitas Jember
perlu dilakukan analisis agar dapat mengetahui strategi e-marketing yang efisien terutama pada Unit Toko yang pelayanannya adalah untuk anggota dan juga masyarakat umum.
Dalam penelitian ini menggunakan salah satu framework e-marketing yaitu Judy Strauss Framework yang akan diimplementasikan ke dalam proses bisnis KP-RI Universitas. Dilakukan analisis dengan matriks EFE & IFE, matriks I-E dan matriks QSPM. Dari hasil analisis tersebut diperoleh bahwa strategi marketing yang sesuai untuk KP-RI Universitas Jember adalah penetrasi pasar. Strategi ini dapat diwujudkan dalam bentuk mengadakan kegiatan promosi yang rutin, menggunakan e-marketing sebagai media pemasaran, penggunaan website yang terintegrasi dengan social media dan menggunakan website untuk proses operasional."
"Sistem Informasi Penentuan Lokasi Pembangunan SPBU Wilayah Jember Menggunakan Metode Analytical Hierarchy Process (AHP)
                    ﻿",2017,"Pemerataan untuk pembangunan stasiun pengisian bahan bakar diperlukan
guna menunjang pembangunan suatu wilayah. Pebangunan stasiun pengisian bahan
bakar terdapat kriteria – kriteria yang harus dipenuhi sebagai syarat agar sebuah
stasiun pengisian bahan bakar dapat didirikan. Dalam hal ini, pendirian sebuah
stasiun pengisian bahan bakar tentunya harus menimbang berbagai kriteria sesuai
dengan suasana lokasi dan keadaan di sekitar. Terdapat beberapa aspek data kriteria
yang telah dianalisis sebagai berikut: tingkat kepadatan jalan, tingkat kepadatan
penduduk, tingkat kerapatan stasiun pengisian bahan bakar, kelas jalan dan jumlah
industri. Kecamatan Puger terletak yang pada Kabupaten Jember merupakan
kawasan berpotensi untuk program pembangunan stasiun bahan bakar, hal ini
didukung dengan data yang menunjukan Kecamatan Puger memiliki industry dan
pariwisata (BPS Kabupaten Jember, Kabupaten Jember Dalam Angka, 2018).
Dalam permasalahan ini, dibutuhkannya sebuah sistem untuk membantu
menentukan loaksi SPBU terbaik berdasarkan kriteria menggunakan metode AHP.
Output yang dihasilkan nantinya berupa rangking dari loaski alternatif yang sudah
tersedia. Dari hasisl analisis metode dan penerapan metode, lokas"
"Analisa Pengaruh Kesiapan Pengguna Terhadap Penerimaan Layanan Qr Code Sister for Lecturer (SFI) Menggunakan Technology Readiness Acceptance Model (TRAM)
                    ﻿",2019,"Penelitian ini bertujuan untuk menganalisa pengaruh kesiapan pengguna
terhadap layanan QR Code SFL Universitas Jember. Metode yang digunakan
penelitian ini yaitu Technology Readiness Acceptance Model (TRAM). Dengan
menggunakan seluruh variabel yang ada pada metode TRAM.
Jumlah sampel penelitian yang digunakan sebanyak 131 dosen aktif dari
seluruh fakultas di Universitas Jember. Hasil data dianalisis menggunakan tools
SmartPLS. Berdasarkan hasil analisis diketahui bahwa hasil tingkat kesiapan
pengguna QR Code SFL yaitu 2,447 dan 4 dari 10 hipotesis yang telah diajukan
berdasarkan model penelitian dinyatakan diterima dan 6 sisanya merupakan hipotesis yang dinyatakan ditolak."
"Audit Capability Level dengan Menggunakan COBIT 5 Domain DSS (Deliver, Service and Support) (Studi Kasus : Sistem Informasi Perencanaan Pembangunan Pemerintah Kabupaten Jember)
                    ﻿",2019,"Capability level dapat diketahui dengan melakukan audit menggunakan
COBIT 5. COBIT 5 juga dipilih dikarenakan fokus utama COBIT 5 adalah
keselarasan TI dengan bisnis. Pengukuran capability level Sirenbang Jember
dilakukan untuk menjaga Sirenbang Jember dalam kondisi optimal sehingga dapat
mengakomodir Undang-Undang Republik Indonesia no. 25 tahun 2004."
"Pengembangan Sistem Rekomendasi Pemilihan Spare Part Pada Bengkel Langgeng Jaya Motor Dengan Metode Weighted Product (WP)
                    ﻿",2019,"Bengkel Langgeng Jaya Motor yang terletak pada jalan Jawa 2 / 1A
Kabupaten Jember, melayani penjualan spare part motor, servis motor, variasi
motor, dan pembelian barang grosir. Setiap hari Bengkel Langgeng Jaya Motor
melayani pembelian spare part sepeda motor. Banyak orang yang melakukan
pembelian spare part mengalami kesulitan untuk menentukan merk spare part yang
cocok untuk sepeda motornya. Sedangkan banyaknya pilihan merk spare part untuk
dipilih oleh pembeli.
Sistem Rekomendasi Pemilihan Spare Part Pada Bengkel Langgeng jaya
Motor Menggunakan Metode Weighted Product (WP) ini memberi fasilitas
kemudahan untuk menentukan spare part terbaik untuk digunakan sepeda motor
sesuai dengan merk daei sepeda motor tersrbut. Pembeli hanya perlu meberi tahu
kriteria mulai dari merk sepeda motor dan tipe sepeda motor dan alternatif merk
sepeda motor lainnya kepada karyawan bengkel, penulis membuat sistem
pengambilan keputusan weighted product dengan bahasa pemrograman PHP
dengan framework LARAVEL dan MySQL sebagai database. Dengan sistem
pendukung diharapkan membantu pembeli spare part pada bengkel Langgeng Jaya
Motor sesuai dengan kriteria yang diinginkan. Dari hasil penelitian yang dilakukan,
aplikasi dapat menjadi sebuah solusi bagi pembeli dan pihak bengkel Langgeng
Jaya Motor."
"Evaluasi Kesiapan Pengguna E-tax Menggunakan Framework STOPE (Studi Kasus: Kabupaten Banyuwangi)
                    ﻿",2019,"E-tax adalah sistem pajak online Pemerintah Kabupaten Banyuwangi untuk
memantau pajak restoran, hotel dan destinasi wisata yang bisa mengetahui jumlah
omset di setiap tempat usaha tersebut (Dinas Kebudayaan & Pariwisata, 2019).
Evaluasi kesiapan pengguna layanan TI merupakan salah satu pengukuran yang
bertujuan untuk mengetahui tingkat kesiapan suatu institusi dalam hal penerapan
suatu teknologi. Pemanfaatan yang optimal dari e-tax akan didapat jika adanya
kesiapan dalam menggunakan teknologi dan informasi, maka dari itu diperlukan
suatu evaluasi kesiapan pengguna dalam penerapan e-tax. Penggunaan framework
STOPE yang bersifat fleksibel, yaitu dapat digunakan dalam pengimplementasian
layanan TI baru ataupun lama, dan juga ke lima domain yang dimiliki framework
STOPE ini merupakan integrasi dari berbagai faktor yang pernah digunakan di
bermacam penelitian untuk mengukur kesiapan. Framework STOPE bersifat
komprehensif yaitu detail dalam proses penilaian e-readiness juga bisa
menambahkan dan mengitegrasikan faktor-faktor lainnya yang sesuai dengan
kebutuhan objek penelitian untuk mengukur e-readiness (Al Osaimi, 2007).
Dari hasil perhitungan menggunakan framework STOPE dihasilkan nilai
dari 5 domain yang digunakan yaitu domain Strategy yaitu 80,020%, domain
Technology dengan nilai 81,122%, domain Organization dengan nilai 98,389%,
domain People dengan nilai 73,344% dan domain Environment yang memiliki nilai
73,534%. Ke 4 domain dalam framework STOPE masuk pada interval nilai 61% -
86% yaitu menggambarkan kondisi domain “Siap” dalam pengaplikasian aplikasi
e-tax. Persentase tertinggi yaitu pada domain Organization yg masuk pada interval
nilai 87% - 100% dan menggambarkan bahwa kondisi domain “Sangat Siap” dalam
pengaplikasiannya. Disimpulkan bahwa aplikasi e-tax sangat unggul dalam variabel
domain Technology."
"Analisis Sentimen Positif dan Negatif Komentar Video YouTube Menggunakan Metode Naïve Bayes – Support Vector Machine (NBSVM) Classifier
                    ﻿",2019,"Sentimen analis pada komentar video YouTube merupakan proses
memahami, mengekstrak dan mengolah data tekstual secara otomatis untuk
mendapat informasi sentimen yang terkandung dalam suatu kalimat komentar video
YouTube. Beragam reaksi opini dalam komentar pengguna ketika melihat konten
video yang di unggah di YouTube sangat mempengaruhi reputasi konten video dan
channel tersebut. Konten video didalam YouTube sangat beragam, salah satu
kategori yang mengalami pertumbuhan adalah konten video pendidikan yang
menjadi bagian terpenting dalam mengedukasi masyarakat.
Pendekatan text mining menjadi alternatif terbaik untuk mengartikan makna
dari setiap komentar. Pengklasifikasian konten Positif dan Negatif menjadi sangat
penting bagi pengguna YouTube untuk menilai seberapa bermakna konten yang
telah diterbitkan tersebut berdasarkan opini pengguna. Naïve Bayes dan Support
Vector Machine secara luas digunakan sebagai garis dasar dalam tugas-tugas yang
berhubungan dengan teks tetapi kinerjanya bervariasi secara signifikan diseluruh
varian, fitur dan jumlah kumpulan data. Naïve Bayes sangat baik dalam
mengklasifikasikan teks dengan jumlah data yang kecil atau cuplikan dokumen dan
snippets sedangkan Support Vector Machine sangat baik dalam mengklasifikasikan
teks dengan jumlah data yang relative banyak atau dokumen yang panjang fulllength. Kombinasi dari metode Naïve Bayes dan Support Vector Machine
menghasilkan tingkat akurasi yang lebih baik dan performa yang lebih kuat kuat
dengan penggunaan skala data 7:3 yaitu 70% data training dan 30% data testing.
Dengan menghasilkan nilai uji performansi terbesar yaitu precission sebesar 91%,
recall sebesar 83% dan flscore sebesar 87%."
"Evaluasi Kualitas Sistem Informasi Pelayanan Dinas Kependudukan dan Pencatatan Sipil Kabupaten Jember Menggunakan Metode Webqual 4.0 dan Importance Performance Analysis (IPA)
                    ﻿",2019,"Dinas Kependudukan dan Pencatatan Sipil Kabupaten Jember (Dispendukcapil Kabupaten Jember) merupakan salah satu instansi pemerintah yang dimiliki oleh Kabupaten Jember pada bidang administrasi kependudukan yang menerapkan e-Government. Salah satu bentuk penerapan e-Government di Dispendukcapil Kabupaten Jember yakni penerapan Sistem Informasi Pelayanan (SIP). SIP merupakan sistem informasi yang berfungsi sebagai sarana penyampaian informasi dan memberikan pelayanan yang dapat digunakan oleh seluruh masyarakat terutama masyarakat Kabupaten Jember yang membutuhkan permohonan dan pengajuan administrasi kependudukan dan pencatatan sipil. Permohonan pelayanan dilakukan secara online dengan melakukan registrasi terlebih dahulu.  Namun dengan adanya SIP masih belum dimanfaatkan dengan baik oleh masyarakat mereka merasa bahwa SIP secara fungsional belum masih belum optimal dalam membantu kepengurusan administrasi kependudukan dan website SIP belum sepenuhnya memberikan kemudahan bagi pengguna dan masih belum sesuai dengan kebutuhan pengguna karena masih terdapat berbagai hal dalam kepengurusan adminduk yang perlu untuk diperbaiki.  
Melihat kondisi ini, maka Dispendukcapil Kabupaten Jember perlu melakukan evaluasi kualitas web SIP agar dapat mengetahui hasil evaluasi dan rekomendasi perbaikan untuk meningkatkan kualitas web berdasakan kebutuhan pengguna. Sehingga dapat memberikan pelayanan yang baik pada masyarakat dalam melakukan permohonan dan pengajuan online. Saat ini SIP semakin berkembang, tidak hanya berbasis website tetapi juga terdapat aplikasi berbasis android.  
 Untuk dapat mengevaluasi kualitas SIP dan dapat memberikan rekomendasi perbaikan berdasarkan kebutuhan pengguna perlunya dua metode yang dapat memenuhi dua unsur tersebut. Hal ini diperlukan metode Webqual 4.0 untuk mengetahui kualitas dari SIP dan metode Importance Performance Analysis (IPA) untuk menganalisis dan memberikan prioritas perbaikan dari indikator/item pada metode Webqual 4.0.  Kelebihan dari metode Webqual 4.0 ini adalah adalah metode ini sangat cocok untuk digunakan untuk mengukur kualitas website karena variabel dan indikator sesuai dengan permasalahan yang terdapat pada Sistem Informasi Pelayanan dan metode IPA ini dapat memberikan rekomendasi indikator/item mana yang harus diprioritas untuk perbaikan. Kedua metode ini sangat cocok untuk digabungkan dalam penelitian ini karena saling adanya keterkaitan antara metode Webqual dan IPA. Metode Webqual terdapat beberapa indikator-indikator yang dapat digunakan untuk penilaian kinerja dari website dan kepentingan dari penggunaa terhadap website. Indikator-ndikator tersebut digunakan dalam menganalisis indikator-indikator manakah yang menjadi prioritas perbaikan dengan menggunakan kuadran IPA"
"Pembuatan Mesin Tetas
                    ﻿",2019,Mesin tetas ini membuat telur nmenetas
"Evaluasi Sistem Informasi Manajemen Rumah Sakit (SIMRS) Pada Rsu Kaliwates Jember Menggunakan Cobit 5  Domain DSS (Deliver, Service, Support)
                    ﻿",2019,"Tahap awal yang dilakukan dalam penelitian ini adalah melakukan identifikasi masalah, menentukan tujuan dan batasan masalah, serta memaparkan tinjauan pustaka. Tahap selanjutnya merupakan tahap pengumpulan data. Pengumpulan data dilakukan 
dengan cara melakukan wawancara kepada Sub. Bidang IT pada RSU Kaliwates. Wawancara yang pertama dilakukan untuk mendapatkan sasaran startegis. Sasaran startegis digunakan untuk mengidentifikasi tujuan, tujuan terkait TI, dan proses bisnis. Dari identifikasi tersebut akan diperoleh to be assessment dalam penelitian. Wawancara yang kedua dilakukan sesuai dengan dokumen assessment untuk mendapatkan data terkait keadaan SIMRS saat ini. Selanjutnya, melakukan survei dengan meminta bukti-bukti terkait Generic Work Products (GWPs) yang ada pada dokumen assessment. Dari pengisian dokumen assessment akan diperoleh level saat ini. Kemudian dicari gap antara level saat ini dengan level yang ingin dicapai oleh SIMRS RSU Kaliwates. Dari gap tersebut dapat dibuat suatu rekomendasi agar tujuan yang diinginkan oleh RSU Kaliwates Jember dapat dicapai. Hasil evaluasi SIMRS pada RSU Kaliwates Jember menggunakan COBIT 5 domain DSS memperoleh hasil DSS01, DSS02, DSS04, dan DSS06 berada pada level 1 (Performed). Hal ini menunjukkan bahwa proses-proses pada domain tersebut telah diterapkan untuk mencapai tujuan bisnis rumah sakit. Sedangkan DSS03 dan DSS05 berada pada level 0 (Incomplete) yang menunjukkan bahwa proses-proses pada domain tersebut dinyatakan gagal mencapai tujuan dari proses tersebut. Sehingga rekomendasi untuk mencapai level target yaitu 3 (Established) adalah, memastikan setiap proses yang dilakukan terkait SIMRS dapat mencapai tujuan, melakukan pengelolaan pada setiap proses, membuat dan menjalankan aturan tertulis yang sesuai dengan standar pengoperasian, serta mengalokasikan tanggung jawab dan sumber daya yang tepat."
